fecha,estacion,SSC,NIR
2024-03-06,13,55.6166,0.035039832403949936
2024-03-06,14,27.706121,0.031743830405834686
2024-03-06,15,30.957832,0.032127831194688705
2024-03-06,16,44.811455,0.033763832106358305
2024-03-11,1,303.1867,0.06427586035866878
2024-03-11,2,342.81693,0.06895587023115313
2024-03-11,3,275.344,0.06098786251266536
2024-03-11,4,301.3915,0.06406386174742973
2024-03-11,5,260.60968,0.05924785840306662
2024-03-11,7,272.83746,0.060691860396458186
2024-03-11,16,413.7787,0.07733588175692432
2024-03-16,1,499.54242,0.08746388394871032
2024-03-16,2,542.79694,0.09257189317877464
2024-03-16,3,513.66705,0.08913188859680822
2024-03-16,4,556.7183,0.09421589328269553
2024-03-16,7,468.92224,0.08384788816222996
2024-03-16,8,533.6346,0.09148989487457458
2024-03-16,9,504.96194,0.08810388546028688
2024-03-16,10,469.87064,0.08395988653728517
2024-03-16,11,480.33704,0.08519588378810532
2024-03-16,12,492.49707,0.08663188505405067
2024-03-16,13,534.0918,0.09154388649949576
2024-03-16,14,462.08008,0.08303988436439387
2024-03-16,15,522.135,0.09013188505405068
2024-03-16,16,486.6937,0.0859465539597401
2024-03-31,11,1101.4471,0.1585439620783233
2024-03-31,13,1135.6238,0.16257995413309906
2024-03-31,14,992.4725,0.1456749425482819
2024-03-31,15,1149.2714,0.16419162539354132
2024-04-15,9,1113.7086,0.15999194613119067
2024-04-15,11,1163.8788,0.16591664127690428
2024-04-15,12,1446.5186,0.1992941173691955
2024-04-15,13,1365.8402,0.189766650369982
2024-04-15,15,1372.2195,0.19051999414264087
2024-10-17,5,335.16187,0.06805186951315427
2024-10-17,9,364.39337,0.07150387341491124
2024-10-17,11,436.42206,0.080009879569862
2024-12-01,1,356.3657,0.07055587046733695
2024-12-01,3,349.5236,0.06974787375501595
2024-12-01,4,408.93497,0.07676387639082757
2024-12-01,5,374.52106,0.07269987175217703
2024-12-01,6,397.825,0.07545187872432386
2024-12-01,7,368.22086,0.07195586905023395
2024-12-01,8,381.19388,0.07348787786461469
2024-12-01,9,395.35236,0.07515987992413775
2024-12-01,10,422.28055,0.07833988153018784
